FID,STATION_NA,DIVISION_H,STN_CODE,ADDRESS,COUNTY,STATION_IN,IG_EAST,IG_NORTH,ITM_EAST,ITM_NORTH,LONGITUDE,LATITUDE,FULL_TIME_,AREA_CODE,PHONE_NUMB,STATION_TY
1,BAGENALSTOWN,WATERFORD,2805C,"Muinebheag, Kilree Street, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Muinebheag-Bagnelstown-.html,270533,161598,670468,661641,-6.957359,52.701304,0,059,9721212,Sub-District
2,BALLON,WATERFORD,2803G,"Ballon, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballon.html,282972,166461,682904,666502,-6.772182,52.743226,0,059,9159122,Sub-District
3,BORRIS,WATERFORD,3578E,"Borris, Co. Kilkenny",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Borris.html,272594,150554,672529,650598,-6.929311,52.601802,0,059,9773102,Sub-District
4,BUNCLODY,WEXFORD,3071F,"Carrigduff, Bunclody",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Bunclody.html,290559,156971,690490,657014,-6.662477,52.656758,0,053,9377102,Sub-District
5,CARLOW,WATERFORD,2800B,"Greenbank Road, Carlow, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Carlow.html,272198,177119,672133,677158,-6.929317,52.840527,1,059,9136620,District HQ
6,HACKETSTOWN,WATERFORD,2907F,"Hacketstown, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Hacketstown.html,297234,180208,697164,680246,-6.556978,52.864342,0,059,6471202,Sub-District
7,MYSHALL,WATERFORD,2804E,"Myshal, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Myshall.html,282654,160255,682586,660297,-6.778446,52.68752,0,059,9157622,Sub-District
8,RATHVILLY,WATERFORD,2908D,"The Green, Main Street, Rathvilly, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathvilly.html,287882,181820,687813,681858,-6.695366,52.880429,0,059,9161122,Sub-District
9,TULLOW,WATERFORD,2910F,"Main Street, Tullow, Co. Carlow",CARLOW,https://www.garda.ie/en/Contact-Us/Station-Directory/Tullow.html,285472,173250,685404,673290,-6.733401,52.803828,0,059,9151222,Sub-District
10,ARVAGH,DROGHEDA,6802M,"Main Street, Arva, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Arva.html,227396,297403,627341,797416,-7.583729,53.925376,0,049,4335302,Sub-District
11,BAILIEBOROUGH,DROGHEDA,6870E,"Barrack Street, Baileboro, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Bailieboro.html,267755,296683,667691,796696,-6.96963,53.915212,1,042,9694570,District HQ
12,BALLINAGH,DROGHEDA,6801B,"Main Street, Ballinagh, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinagh.html,238828,298122,638771,798135,-7.409629,53.93111,0,049,4337102,Sub-District
13,BALLYCONNELL,DROGHEDA,6900M,"Doon, Ballyconnell, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyconnell.html,227500,318956,627445,818964,-7.580204,54.118998,1,049,9525580,Sub-District
14,BALLYJAMESDUFF,DROGHEDA,6877B,"Granard Road, Ballyjamesduff, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyjamesduff.html,252106,290682,652046,790697,-7.208767,53.86311,0,049,8544102,Sub-District
15,BELTURBET,DROGHEDA,6901K,"Main Street, Belturbet, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Belturbet.html,236512,317033,636456,817042,-7.442615,54.101166,0,049,9522122,Sub-District
16,BLACKLION,DROGHEDA,6377M,"Main Street, Blacklion, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Blacklion.html,208111,338081,608061,838085,-7.876192,54.291479,0,071,9853002,Sub-District
17,CAVAN,DROGHEDA,6800D,"Franham Street, Cavan, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Cavan.html,241968,305076,641910,805087,-7.360879,53.99333,1,049,4368800,District HQ
18,COOTEHILL,DROGHEDA,6876D,"Station Road, Cootehill, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Cootehill.html,260357,314337,660295,814347,-7.078703,54.074708,0,049,5552105,Sub-District
19,DOWRA,DROGHEDA,6376B,"Main Street, Dowra, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Dowra.html,199053,326825,599005,826832,-8.01525,54.190428,0,071,9643002,Sub-District
20,KILLASHANDRA,DROGHEDA,6903E,"Portaliffe, Killeshandra, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Killeshandra.html,231128,307041,631073,807052,-7.525932,54.011748,0,049,4334302,Sub-District
21,KILNALECK,DROGHEDA,6805E,"Barrack Road, Kilnaleck, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilnaleck.html,244930,290091,644871,790106,-7.317923,53.858467,0,049,4336202,Sub-District
22,KINGSCOURT,DROGHEDA,6871C,"Kingscourt, Kells Road, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Kingscourt.html,278477,295638,678411,795652,-6.806759,53.904314,0,042,9667292,Sub-District
23,MULLAGH,DROGHEDA,6872A,"Rosehill, Mullagh, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Mullagh.html,269665,285126,669601,785141,-6.943188,53.811139,0,046,9242002,Sub-District
24,SHERCOCK,DROGHEDA,6873L,"Lisdrumskea, Bailieboro Road, Shercock, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Shercock.html,272145,305320,672081,805331,-6.900786,53.992199,0,042,9669102,Sub-District
25,SWANLINBAR,DROGHEDA,6902G,"Hawkswood, Swanlinbar, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Swanlinbar.html,219379,327498,619326,827505,-7.703839,54.196111,0,049,9521242,Sub-District
26,VIRGINIA,DROGHEDA,6875F,"Main Street, Virginnia, Co. Cavan",CAVAN,https://www.garda.ie/en/Contact-Us/Station-Directory/Virginia.html,260492,287592,660430,787607,-7.081928,53.834442,0,049,8547002,Sub-District
27,ARDNACRUSHA,HENRY STREET,4803H,"Ardnacrusha, Co. Limerick",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Ardnacrusha.html,158606,161975,558565,662018,-8.613146,52.707692,0,061,345136,Sub-District
28,BALLYVAUGHAN,ENNIS,5171C,"Kinvara Road, Ballyvaughan, Co Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyvaughan.html,123241,207871,523208,707904,-9.147112,53.116153,0,065,7077002,Sub-District
29,COROFIN,ENNIS,5172A,"Baunkyle, Corofin, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Corofin-Clare.html,128220,189075,528186,689112,-9.068588,52.947992,0,065,6837622,Sub-District
30,CRUSHEEN,ENNIS,5031H,"Main Street, Crusheen",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Crusheen.html,139630,187860,539594,687897,-8.898636,52.938477,0,065,6827122,Sub-District
31,ENNIS,ENNIS,5030L,"Abbey Street, Ennis, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Ennis.html,133945,177732,533910,677771,-8.98112,52.84681,1,065,6848100,Division HQ
32,ENNISTYMON,ENNIS,5170E,"Ennis Road, Ennistymon, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Ennistymon.html,113414,188139,513384,688176,-9.288537,52.937394,1,065,7072180,District HQ
33,KILDYSART,ENNIS,5077F,"Kildysart, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kildysart.html,125248,158690,525215,658734,-9.105833,52.674604,0,065,6832102,Sub-District
34,KILKEE,ENNIS,5078D,"Dough, Kilkee, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilkee.html,88819,160254,488794,660297,-9.644718,52.682402,0,065,9056002,Sub-District
35,KILLALOE,ENNIS,5130F,"The Green, Killaloe, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Killaloe.html,170129,172905,570086,672945,-8.44366,52.806662,1,061,620540,District HQ
36,KILRUSH,ENNIS,5070K,"Kilrush, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilrush.html,99791,155414,499763,655458,-9.481077,52.641064,1,065,9080550,District HQ
37,LISDOONVARNA,ENNIS,5175F,"Rathbaun, Lisdoonvarna, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Lisdoonvarna.html,113521,198292,513490,698327,-9.289667,53.028625,0,065,7074222,Sub-District
38,KILMHIL,ENNIS,5075L,"Lacken, Kilmihil, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmihil.html,111427,164003,511396,664046,-9.311547,52.72025,0,065,9050002,Sub-District
39,MILTOWN MALBAY,ENNIS,5176D,"Church Street, Miltown Malbay, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Miltown-Malbay.html,105707,179384,505678,679423,-9.400594,52.857453,0,065,7084222,Sub-District
40,NEWMARKET-ON-FERGUS,ENNIS,5033D,"Ennis Road, Newmarket on Fergus, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Newmarket-on-Fergus.html,139354,168352,539318,668393,-8.899113,52.763172,0,061,368172,Sub-District
41,SCARRIFF,ENNIS,5133M,"Drewsborough, Scariff, Co. Clare",CLARE,https://www.garda.ie/en/contact-us/station-directory/scariff.html,164068,184094,564026,684132,-8.534771,52.90683,0,061,922790,Sub-District
42,SHANNON,ENNIS,5035M,"Tullyvarragha, Shannon, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Shannon.html,140757,162182,540720,662225,-8.877221,52.707895,1,061,365900,Sub-District
43,SIXMILEBRIDGE,ENNIS,5037G,"Shannon Road, Sixmilebridge, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Sixmilebridge.html,147506,165689,547468,665731,-8.777945,52.740101,0,061,369133,Sub-District
44,TULLA,ENNIS,5135G,"Tulla, Co. Clare",CLARE,https://www.garda.ie/en/Contact-Us/Station-Directory/Tulla.html,149217,179615,549179,679653,-8.75477,52.865385,0,065,6835103,Sub-District
45,ANGLESEA STREET,ANGLESEA STREET,3900D,"Anglesea Street, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Anglesea-Street.html,168038,71553,567995,571615,-8.465015,51.895775,1,021,4522000,District HQ
46,BALLINCOLLIG,ANGLESEA STREET,4022C,"Main Street, Ballincollig, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballincollig.html,159406,70777,559365,570839,-8.590321,51.888237,0,021,4214680,Sub-District
47,BALLINEEN,MACROOM (Temp),4303F,"Ballineen, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballineen.html,134499,54090,534463,554156,-8.948867,51.73592,0,023,8847111,Sub-District
48,BALLINGEARY,MACROOM (Temp),4473C,"Ballingeary, Co. Cork",CORK,https://www.garda.ie/en/contact-us/station-directory/beal-atha-an-ghaorthaidh-ballingeary-.html,115366,67279,515334,567342,-9.228983,51.851864,0,026,47002,Sub-District
49,BALLINHASSIG,MACROOM (Temp),4302H,"Ballinhassig, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinhassig.html,160694,61403,560653,561468,-8.570545,51.804093,0,021,4885102,Sub-District
50,BALLYCOTTON,MACROOM (Temp),4205F,"Main Street, Ballycotton",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballycotton.html,199147,64169,599098,564233,-8.013091,51.830332,0,021,4646712,Sub-District
51,BALLYDEHOB,MACROOM (Temp),4376A,"Ballydehob, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballydehob.html,98743,35003,498715,535074,-9.460782,51.559116,0,028,37111,Sub-District
52,BALLYDESMOND,MACROOM (Temp),4501B,"Ballydesmond, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballydesmond.html,115844,103595,515812,603651,-9.230971,52.178235,0,064,51102,Sub-District
53,BALLYNOE,MACROOM (Temp),4102E,"Ballynoe, Mallow",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballynoe.html,193238,89752,593190,589810,-8.099306,52.060207,0,058,59100,Sub-District
54,BALLYVOURNEY,MACROOM (Temp),4474A,"Ballyvourney, Co. Cork",CORK,https://www.garda.ie/en/contact-us/station-directory/baile-bhuirne-ballyvourney-.html,119653,77660,519621,577721,-9.169196,51.945772,0,026,45002,Sub-District
55,BALTIMORE,MACROOM (Temp),4404M,"Baltimore, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Baltimore.html,104724,26470,504694,526543,-9.372258,51.483488,0,028,20102,Sub-District
56,BANDON,MACROOM (Temp),4300A,"Weir Street, Bandon, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bandon.html,148948,54943,548909,555009,-8.739863,51.745084,1,023,8852200,District HQ
57,BANTRY,MACROOM (Temp),4370B,"The Quay, Bantry, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bantry.html,99396,48475,499367,548542,-9.455239,51.68027,1,027,20860,District HQ
58,BISHOPSTOWN,ANGLESEA STREET,3931D,"Bishopstown, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bishopstown.html,164618,69895,564575,569958,-8.514534,51.880667,0,021,4624500,Sub-District
59,BLACKROCK,ANGLESEA STREET,3908L,"Ringmahon Road, Mahon, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Blackrock-Co-Cork.html,172216,71368,572173,571430,-8.40431,51.894335,0,021,4536690,Sub-District
60,BLARNEY,ANGLESEA STREET,4021E,"The Square, Blarney, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Blarney.html,161004,75630,560962,575691,-8.567658,51.931964,0,021,4516290,Sub-District
61,BOHERBUE,MACROOM (Temp),4502M,"Boherbue, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Boherbue.html,126840,101277,526806,601333,-9.069752,52.158972,0,029,76002,Sub-District
62,BRIDEWELL,ANGLESEA STREET,3902M,"Kryl Street, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Bridewell-Co-Cork.html,167211,72080,567168,572142,-8.477083,51.900461,1,021,4943330,Sub-District
63,BUTTEVANT,MACROOM (Temp),4171H,"Castleands, Buttevant",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Buttevant.html,154182,108777,554143,608831,-8.671275,52.229313,0,022,41740,Sub-District
64,CARRIGALINE,ANGLESEA STREET,3933M,"Main Street, Carrigaline, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrigaline.html,173048,62517,573004,562581,-8.391535,51.814833,0,021,4919370,Sub-District
65,CARRIGNAVAR,ANGLESEA STREET,4077M,"Laharn, Carrignavar",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrignavar.html,167198,81923,567155,581983,-8.478209,51.988915,0,021,4884222,Sub-District
66,CARRIGTWOHILL,MACROOM (Temp),4072L,"Main Street, Carrigtwohill",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrigtwohill.html,182032,73007,581986,573069,-8.261819,51.909467,0,021,4883222,Sub-District
67,CASTLETOWNBERE,MACROOM (Temp),4378H,"Castletownbere, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Castletownbere.html,67530,45783,467508,545851,-9.914682,51.649482,0,027,70002,Sub-District
68,CASTLETOWNROCHE,MACROOM (Temp),4106H,"Mallow Road, Castletownroche",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Castletownroche.html,168033,102149,567990,602204,-8.467951,52.170729,0,022,26161,Sub-District
69,CHARLEVILLE,MACROOM (Temp),4172F,"Chapel Street, Charliville",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Charleville.html,153544,122887,553504,622938,-8.682567,52.356054,0,063,21770,Sub-District
70,CLONAKILTY,MACROOM (Temp),4400H,"McCurtain Hill, Clonakilty, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Clonakilty.html,138491,41691,538454,541760,-8.888908,51.624951,1,023,8821570,District HQ
71,CLOYNE,MACROOM (Temp),4201C,"Spittal Street, Cloyne",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Cloyne.html,191542,67785,591494,567848,-8.123499,51.86276,0,021,4652515,Sub-District
72,COACHFORD,MACROOM (Temp),4472E,"Coachford, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Coachford.html,145605,73233,545567,573295,-8.791136,51.909134,0,021,7334002,Sub-District
73,COBH,MACROOM (Temp),4070C,"11 Westbourne Place, Cobh",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Cobh.html,179125,66205,579080,566269,-8.303642,51.84824,1,021,4908530,Sub-District
74,CROOKSTOWN,MACROOM (Temp),4475L,"Farnaes, Crookstown, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Crookstown.html,144846,67624,544808,567687,-8.801264,51.858654,0,021,7336002,Sub-District
75,CROSSHAVEN,ANGLESEA STREET,3934K,"No. 2 Coastguard Station, Crosshaven, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Crosshaven.html,179049,61280,579003,561345,-8.304453,51.803976,0,021,4831222,Sub-District
76,DONERAILE,MACROOM (Temp),4173D,"Main Street, Doneraile",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Doneraile.html,160037,107212,559996,607266,-8.585414,52.215706,0,022,24182,Sub-District
77,DOUGLAS,ANGLESEA STREET,3932B,"Douglas, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Douglas.html,170369,69237,570326,569300,-8.430959,51.875091,0,021,4857670,Sub-District
78,DRIMOLEAGUE,MACROOM (Temp),4377L,"Drimoleague, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Drimoleague.html,112583,45865,512551,545933,-9.263986,51.659024,0,028,31111,Sub-District
79,DRINAGH,MACROOM (Temp),4406G,"Drinagh, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Drinagh.html,120137,44481,520104,544549,-9.154526,51.64771,0,028,30113,Sub-District
80,DUNMANWAY,MACROOM (Temp),4405K,"Dunmanway, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunmanway.html,123336,52791,523303,552857,-9.11014,51.722827,0,023,8845202,Sub-District
81,DURRUS,MACROOM (Temp),4375C,"Durrus, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Durrus.html,94504,41927,494477,541996,-9.523956,51.620542,0,027,61002,Sub-District
82,FERMOY,MACROOM (Temp),4100K,"O'Neill Crowley Quay, Fermoy",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Fermoy.html,181278,98497,581233,598553,-8.274164,52.138516,1,025,82100,District HQ
83,GLANMIRE,ANGLESEA STREET,4074F,"Poulacurry South, Glanmire",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Glanmire.html,172747,74045,572703,574106,-8.396809,51.918419,0,021,4821002,Sub-District
84,GLANTANE,MACROOM (Temp),4175M,"Smithfield, Glantane",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Glantane.html,148745,94962,548706,595019,-8.748764,52.104692,0,022,47154,Sub-District
85,GLENGARRIFF,MACROOM (Temp),4374E,"Main Street, Gengarriff, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Glengarriff.html,92959,56431,492932,556497,-9.55071,51.750564,0,027,63002,Sub-District
86,GURRANABRAHER,ANGLESEA STREET,4020G,"Bakers Road, Gurranabraher, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Gurranabraher.html,165868,72426,565826,572488,-8.496622,51.903493,1,021,4946200,District HQ
87,INNISHANNON,MACROOM (Temp),4301L,"Innishannon, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Innishannon.html,154798,57039,554758,557105,-8.655438,51.764428,0,021,4775302,Sub-District
88,KANTURK,MACROOM (Temp),4500D,"Persival Street, Kanturk, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kanturk.html,137620,103010,537584,603066,-8.912577,52.17587,1,029,20680,Sub-District
89,KEALKILL,MACROOM (Temp),4372K,"Kealkil, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kealkill.html,105080,56687,505050,556753,-9.375317,51.755046,0,027,66002,Sub-District
90,KILBRITTAIN,MACROOM (Temp),4307K,"Kilbrittain, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilbrittain.html,152309,46948,552269,547015,-8.690112,51.673531,0,023,8849666,Sub-District
91,KILDORREY,MACROOM (Temp),4103C,"Farrahy Road, Kildorrery",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kildorrery.html,170705,110446,570661,610500,-8.429624,52.245439,0,022,25162,Sub-District
92,KILLEAGH,MACROOM (Temp),4202A,"Cork Road, Killeagh",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Killeagh.html,200396,76345,600346,576406,-7.994963,51.939762,0,024,95112,Sub-District
93,KILWORTH,MACROOM (Temp),4104A,"Main Street North, Kilworth",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilworth.html,182977,102690,582931,602745,-8.249569,52.176253,0,025,27101,Sub-District
94,KINSALE,MACROOM (Temp),4305B,"Kinsale, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Kinsale.html,163724,50501,563682,550568,-8.52548,51.706322,0,021,4772302,Sub-District
95,LISCARROLL,MACROOM (Temp),4176K,"Church Street, Liscarroll",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Liscarroll.html,144997,112237,544959,612291,-8.806261,52.259567,0,022,48163,Sub-District
96,MACROOM,MACROOM (Temp),4470K,"Barrack Lane, Macroom, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Macroom.html,133705,73058,533669,573120,-8.963996,51.906268,1,026,20590,District HQ
97,MALLOW,MACROOM (Temp),4170L,"Bowling Green, Mallow",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Mallow.html,155824,98686,555784,598742,-8.64594,52.13877,1,022,31450,District HQ
98,MAYFIELD,ANGLESEA STREET,3980B,"Colmcille Avenue, Mayfield, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Mayfield.html,170524,73091,570480,573153,-8.429043,51.909732,1,021,4558510,District HQ
99,MIDLETON,MACROOM (Temp),4200E,"Oliver Plunkett Place, Midleton",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Midleton.html,188110,73791,588063,573853,-8.173526,51.916681,1,021,4621550,District HQ
100,MILFORD,MACROOM (Temp),4174B,"Feenagh Road, Scart, Milford",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Milford-Co-Cork.html,141682,121501,541645,621552,-8.8564,52.342465,0,063,80002,Sub-District
101,MILLSTREET,MACROOM (Temp),4505E,"Millstreet, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Millstreet.html,127242,90264,527208,590322,-9.061531,52.060069,0,029,70002,Sub-District
102,MITCHELSTOWN,MACROOM (Temp),4105L,"12 Upper Cork Street, Mitchelstown",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Mitchelstown.html,181576,112413,581531,612466,-8.270568,52.263585,0,025,84833,Sub-District
103,NEWMARKET,MACROOM (Temp),4504G,"Newmarket, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Newmarket.html,131905,107393,531870,607448,-8.99698,52.214576,0,029,60002,Sub-District
104,PASSAGE WEST,ANGLESEA STREET,3935G,"Glenbrook Passage West, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Passage-West.html,177197,68099,577152,568162,-8.331746,51.865188,0,021,4841001,Sub-District
105,RATHCORMAC,MACROOM (Temp),4101G,"Cannon Street, Lisnegar, Rathcormac",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathcormac.html,180555,91552,580509,591610,-8.284331,52.076086,0,025,36102,Sub-District
106,ROSSCARBERY,MACROOM (Temp),4401F,"Rosscarbery, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Rosscarberry.html,128542,36549,528507,536620,-9.031503,51.577571,0,023,8848162,Sub-District
107,SCHULL,MACROOM (Temp),4371M,"Schull, Co. Cork",CORK,https://www.garda.ie/en/contact-us/station-directory/schull.html,93084,31736,493057,531807,-9.54136,51.528718,0,028,28111,Sub-District
108,SKIBBEREEN,MACROOM (Temp),4402D,"Skibbereen, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Skibbereen.html,112360,33578,512329,533649,-9.264135,51.548587,0,028,23088,Sub-District
109,STUAKE,MACROOM (Temp),4471G,"Stuake, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Stuake.html,147833,82264,547795,582324,-8.760124,51.990501,0,021,7337032,Sub-District
110,TARELTON,MACROOM (Temp),4477F,"Tarelton, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Tarleton.html,131616,65547,531581,565611,-8.992849,51.838531,0,026,46002,Sub-District
111,TIMOLEAGUE,MACROOM (Temp),4308G,"Timoleague, Co. Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Timoleague.html,147007,43566,546968,543635,-8.766241,51.642666,0,023,8846122,Sub-District
112,TOGHER,ANGLESEA STREET,3930F,"Casey's Cross, Tramore Road, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Togher.html,166564,69417,566521,569480,-8.486227,51.876497,1,021,4947120,District HQ
113,WATERCOURSE ROAD,ANGLESEA STREET,3982K,"Watercourse Road, Cork",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Watercourse-Road.html,167395,72826,567352,572888,-8.474483,51.907175,0,021,4558260,Sub-District
114,WATERGRASSHILL,MACROOM (Temp),4078K,"Tinagheragh, Watergrasshill",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Watergrasshill.html,176567,84599,576522,584658,-8.342022,52.013443,0,021,4889102,Sub-District
115,WHITEGATE,MACROOM (Temp),4203L,"New Road, Whitegate",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Whitegate.html,184343,63831,584297,563895,-8.22781,51.82707,0,021,4661212,Sub-District
116,YOUGHAL,MACROOM (Temp),4204H,"O'Brien Place, Youghal",CORK,https://www.garda.ie/en/Contact-Us/Station-Directory/Youghal.html,210862,77281,610810,577342,-7.842754,51.948069,0,024,92200,Sub-District
117,ARDARA,LETTERKENNY,6552H,"Main St, Ardara, Co.Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Ardara.html,173689,390810,573647,890803,-8.409485,54.764529,0,074,9541102,Sub-District
118,BALLINTRA,LETTERKENNY,6601L,"Main St, Ballintra, Co.Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballintra.html,191938,369953,591891,869951,-8.125418,54.577798,0,074,9734002,Sub-District
