FID,STATION_NA,DIVISION_H,STN_CODE,ADDRESS,COUNTY,STATION_IN,IG_EAST,IG_NORTH,ITM_EAST,ITM_NORTH,LONGITUDE,LATITUDE,FULL_TIME_,AREA_CODE,PHONE_NUMB,STATION_TY
119,BALLYBOFEY,LETTERKENNY,6407F,"Main St, Ballybafey",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballybofey.html,214221,394707,614169,894699,-7.779638,54.800024,0,074,9137740,Sub-District
120,BALLYSHANNON,LETTERKENNY,6600A,"The Mall, Ballyshannon",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyshannon.html,186778,361165,586732,861164,-8.204817,54.498743,1,071,9858530,District HQ
121,BUNBEG,LETTERKENNY,6553F,"Magheraclogher, Bunbeg",DONEGAL,https://www.garda.ie/en/contact-us/station-directory/an-bun-beg-bunbeg-.html,181554,424284,581510,924271,-8.289455,55.065567,0,074,9531333,Sub-District
122,BUNCRANA,LETTERKENNY,6470L,"New Link Road, Buncrana",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Buncrana.html,235085,431724,635030,931709,-7.450711,55.1315,1,074,9320540,District HQ
123,BUNDORAN,LETTERKENNY,6602H,"Church Rd, Bundoran",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Bundoran.html,181939,358711,581895,858711,-8.279344,54.476554,0,071,9841203,Sub-District
124,BURNFOOT,LETTERKENNY,6471H,"Ballyderowen, Burnfoot",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Burnfoot.html,238292,423197,638236,923184,-7.401576,55.054674,0,074,9368194,Sub-District
125,BURTONPORT,LETTERKENNY,6554D,"Main St, Burtonport, Co.Donegal",DONEGAL,https://www.garda.ie/en/contact-us/station-directory/ailt-an-chorrain-burtonport-.html,171966,415356,571924,915344,-8.438638,54.984922,0,074,9542007,Sub-District
126,CARNDONAGH,LETTERKENNY,6472F,"Malin Rd, Carndonagh",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Carndonagh.html,247140,445420,647082,945401,-7.259461,55.253506,0,074,9374109,Sub-District
127,CARRICK,LETTERKENNY,6558G,"Main St, Carrick, Co.Donegal",DONEGAL,https://www.garda.ie/en/contact-us/station-directory/an-charraig-carrick-.html,159189,379044,559150,879040,-8.63309,54.65788,0,074,9739002,Sub-District
128,CARRIGANS,LETTERKENNY,6401G,"Main St, Carrigans, Co.Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrigans.html,236778,411663,636722,911652,-7.426749,54.951187,0,074,9140113,Sub-District
129,CARRIGART,LETTERKENNY,6541B,"Umlagh, Carrigart, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Carrigart.html,212888,436462,612837,936446,-7.798482,55.175128,0,074,9155104,Sub-District
130,CASTLEFINN,LETTERKENNY,6402E,"Grahamsland, Main St, Castlefin",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Castlefin.html,226079,395057,626025,895050,-7.595233,54.8027,0,074,9146113,Sub-District
131,CLOGHER,LETTERKENNY,6555B,"Clooney, Portnoo, Co. Donn",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Clogher.html,172579,398859,572537,898851,-8.4275,54.836778,0,074,9545102,Sub-District
132,CLONMANY,LETTERKENNY,6473D,"Clonmany, Co. Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Clonmany.html,237379,446385,637323,946366,-7.412817,55.263009,0,074,9376102,Sub-District
133,CONVOY,LETTERKENNY,6408D,"Convoy Townparkes, Convoy",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Convoy.html,221305,401336,621253,901327,-7.668991,54.859325,0,074,9147114,Sub-District
134,CREESLOUGH,LETTERKENNY,6546C,"Massinass, Cresslough, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Creeslough.html,205626,430898,605578,930882,-7.912554,55.125281,0,074,9138002,Sub-District
135,DONEGAL,LETTERKENNY,6603F,"Quay St, Donegal Town",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Donegal-Town.html,192879,378259,592833,878255,-8.111061,54.652423,1,074,9721021,Sub-District
136,DUNFANAGHY,LETTERKENNY,6545E,"Dunfanaghy, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunfanaghy.html,201676,437311,601628,937295,-7.974435,55.182921,0,074,9136114,Sub-District
137,DUNGLOE,LETTERKENNY,6557K,"Main St, Dungloe, Co.Donegal",DONEGAL,https://www.garda.ie/en/contact-us/station-directory/an-clochan-liath-dungloe-.html,176900,411614,576857,911603,-8.361278,54.951565,0,074,9521000,Sub-District
138,FALCARRAGH,LETTERKENNY,6547A,"Falcarragh, Letterkenny",DONEGAL,https://www.garda.ie/en/contact-us/station-directory/an-fal-carrach-falcarragh-.html,193541,432201,593495,932185,-8.102015,55.136977,0,074,9135113,Sub-District
139,GLENTIES,LETTERKENNY,6550A,"Main St, Glenties",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Glenties.html,181975,394222,581931,894215,-8.28098,54.79555,1,074,9551108,Sub-District
140,KERRYKEEL,LETTERKENNY,6542M,"Kerrykeel, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Kerrykeel.html,221329,432265,621277,932249,-7.666324,55.137138,0,074,9150002,Sub-District
141,KILLYBEGS,LETTERKENNY,6636B,"Main St, Killybegs, Co.Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Killybegs.html,171352,376582,571310,876579,-8.444392,54.636599,0,074,9731002,Sub-District
142,KILMACRENNAN,LETTERKENNY,6543K,"Kilmacrennan, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmacrannan.html,214212,420253,614161,920240,-7.778514,55.029495,0,074,9139002,Sub-District
143,LETTERKENNY,LETTERKENNY,6400K,"New Line Road, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Letterkenny.html,216935,411935,616883,911924,-7.736422,54.954697,0,074,9167100,Division HQ
144,LIFFORD,LETTERKENNY,6406H,"Main St, Lifford",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Lifford.html,233447,398460,633392,898452,-7.480269,54.832829,0,074,9141000,Sub-District
145,MILFORD,LETTERKENNY,6540D,"Main Street, Milford, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Milford-Co-Donegal.html,219326,426673,619274,926658,-7.698108,55.08699,1,074,9153060,District HQ
146,MOUNTCHARLES,LETTERKENNY,6637M,"Main St, Mountcharles",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Mountcharles.html,187405,377555,587360,877551,-8.195837,54.645993,0,074,9735002,Sub-District
147,MOVILLE,LETTERKENNY,6476K,"Ballynally, Moville",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Moville.html,261918,438712,661857,938695,-7.028567,55.191632,0,074,9382002,Sub-District
148,MUFF,LETTERKENNY,6477G,"Muff, Co. Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Muff.html,246764,424827,646707,924813,-7.268756,55.068587,0,074,9384002,Sub-District
149,NEWTOWNCUNNINGHAM,LETTERKENNY,6404A,"Colehill, Newtowncunningham",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Newtowncunningham.html,231549,416790,631495,916778,-7.507791,54.997599,0,074,9156113,Sub-District
150,PETTIGO,LETTERKENNY,6604D,"Pettigo, Co. Donegal",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Pettigo.html,210734,366667,610683,866665,-7.834881,54.54823,0,071,9861512,Sub-District
151,RAMELTON,LETTERKENNY,6548L,"The Mall, Ramelton, Letterkenny",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Ramelton.html,222380,421083,622327,921070,-7.650725,55.036652,0,074,9151002,Sub-District
152,RAPHOE,LETTERKENNY,6405L,"Williams St, Raphoe",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Raphoe.html,226088,403040,626034,903030,-7.59437,54.8744,0,074,9145114,Sub-District
153,RATHMULLAN,LETTERKENNY,6549H,"Kerr's Bay Road, Rathmullan",DONEGAL,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathmullen.html,229891,427712,629836,927697,-7.532564,55.0958,0,074,9158002,Sub-District
154,AIRPORT,BALLYMUN,1503B,North Terminal,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Dublin-Airport.html,316755,243589,716681,743613,-6.244181,53.429699,1,01,6664950,Sub-District
155,BALBRIGGAN,BALLYMUN,2200D,Harry Reynolds Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Balbriggan.html,319756,264224,719682,764243,-6.191172,53.61433,1,01,802 0510,District HQ
156,BALLYFERMOT,BLANCHARDSTOWN,1720E,Rossmore Avenue,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballyfermot.html,309409,233956,709336,733983,-6.357991,53.34476,1,01,6667200,Sub-District
157,BALLYMUN,BALLYMUN,1502D,"Ballymun Road, D11",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballymun.html,315553,239644,715478,739669,-6.26371,53.394531,1,01,6664400,Division HQ
158,BLACKROCK,DUN LAOGHAIRE,1970D,Sweetmans Avenue,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Blackrock-Dublin.html,321556,229246,721480,729273,-6.177504,53.299805,1,01,6665200,District HQ
159,BLANCHARDSTOWN,BLANCHARDSTOWN,1700M,"Blanchardstown, D15",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Blanchardstown.html,307764,238947,707692,738972,-6.380975,53.38992,1,01,6667000,Division HQ
160,BRIDEWELL,STORE STREET,1870H,Chancery Street,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Bridewell-Dublin.html,314987,234346,714913,734373,-6.27413,53.34708,0,01,6668200,District HQ
161,CABINTEELY,DUN LAOGHAIRE,1903H,1 Old Bray Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Cabinteely.html,323458,224950,723382,724978,-6.150651,53.260789,1,01,6665400,Sub-District
162,CABRA,BLANCHARDSTOWN,1701K,72 Nephin Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Cabra.html,312709,236285,712635,736311,-6.30764,53.364985,1,01,6667400,Sub-District
163,CLONDALKIN,BLANCHARDSTOWN,1721C,Orchard Road,DUBLIN,https://www.garda.ie/en/contact-us/station-directory/clondalkin.html,307001,231495,706929,731522,-6.394958,53.323146,0,01,6667600,District HQ
164,CLONTARF,BALLYMUN,1571G,"43 Clontarf Road, D3",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Clontarf.html,318536,236267,718461,736293,-6.220152,53.363544,1,01,6664800,District HQ
165,COOLOCK,BALLYMUN,1530L,Oscar Traynor Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Coolock.html,319729,239280,719654,739305,-6.201099,53.390335,1,01,6664200,District HQ
166,CRUMLIN,CRUMLIN,1300E,23 St. Agnes Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Crumlin.html,312337,231220,712263,731246,-6.315017,53.319567,1,01,6666200,Division HQ
167,DONNYBROOK,KEVIN STREET,1200K,43 Donnybrook Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Donnybrook.html,317602,231588,717527,731615,-6.235914,53.321731,1,01,6669200,District HQ
168,DUN LAOGHAIRE,DUN LAOGHAIRE,1900C,34/35 Corrig Avenue,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Dun-Laoghaire.html,324528,228221,724452,728249,-6.133347,53.289915,1,01,6665000,Division HQ
169,DUNDRUM,DUN LAOGHAIRE,1971B,Upper Kilmacud Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Dundrum-Dublin.html,317246,227995,717172,728023,-6.242572,53.289544,1,01,6665600,Sub-District
170,FINGLAS,BLANCHARDSTOWN,1702G,Liam Mellowes Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Finglas.html,312691,239031,712618,739057,-6.306919,53.389651,1,01,6667500,Sub-District
171,FITZGIBBON STREET,STORE STREET,1830K,"24/28 Fitzgibbon Street, Dublin 1",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Fitzgibbon-Street.html,316208,235563,716134,735589,-6.255359,53.357735,1,01,6668400,District HQ
172,GARRISTOWN,BALLYMUN,2204G,"Garristown, Co. Meath",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Garristown.html,307122,258655,707050,758676,-6.383903,53.567052,0,01,835 4112,Sub-District
173,HOWTH,BALLYMUN,1572E,Dunbo Hill,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Howth.html,328526,239171,728449,739196,-6.069001,53.387287,1,01,6664900,Sub-District
174,IRISHTOWN,KEVIN STREET,1201G,57A Irishtown Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Irishtown.html,318414,233426,718339,733453,-6.22304,53.338063,1,01,6669600,Sub-District
175,KEVIN STREET,KEVIN STREET,1070G,"Kevin Street Upper, Dublin 8",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Kevin-Street.html,315268,233451,715193,733478,-6.270248,53.338982,1,01,6669400,Division HQ
176,KILMAINHAM,KEVIN STREET,1071E,Kilmainham Lane,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilmainham.html,312994,233718,712920,733745,-6.304273,53.341869,1,01,6669700,Sub-District
177,LUCAN,BLANCHARDSTOWN,1710H,Lucan Village,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Lucan.html,303209,235075,703137,735101,-6.45068,53.356052,1,01,6667300,District HQ
178,LUSK,BALLYMUN,2202M,"Lusk, Co.Dublin",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Lusk.html,321594,254148,721519,754170,-6.167335,53.523431,0,01,8437222,Sub-District
179,MALAHIDE,BALLYMUN,1531H,Main Street,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Malahide.html,322823,246132,722747,746156,-6.151959,53.451162,1,01,6664600,Sub-District
180,MOUNTJOY,STORE STREET,1831G,"399 North Circular Road, Dublin 7",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Mountjoy.html,315438,235850,715363,735876,-6.266825,53.360484,1,01,6668600,Sub-District
181,PEARSE STREET,KEVIN STREET,1000F,"Pearse Street, Dublin 2",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Pearse-Street.html,316180,234222,716106,734248,-6.256269,53.345702,1,01,6669000,District HQ
182,RAHENY,BALLYMUN,1570K,All saints Drive,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Raheny.html,321299,238056,721223,738081,-6.177986,53.378983,1,01,6664300,District HQ
183,RATHCOOLE,BLANCHARDSTOWN,1723L,Main Street,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathcoole.html,302452,226791,702381,726819,-6.464709,53.281792,0,01,6667900,Sub-District
184,RATHFARNHAM,CRUMLIN,1370F,Butterfield Avenue,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathfarnham.html,314186,228794,714112,728821,-6.28815,53.297388,1,01,6666500,Sub-District
185,RATHMINES,CRUMLIN,1470B,196 Rathgaer Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Rathmines.html,315531,231491,715457,731518,-6.267004,53.321317,1,01,6666700,Sub-District
186,RONANSTOWN,BLANCHARDSTOWN,1712C,St. Ronans Avenue,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Ronanstown.html,306227,233120,706155,733147,-6.406023,53.337899,0,01,6667700,Sub-District
187,SANTRY,BALLYMUN,1500H,35 Shanowen Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Santry.html,316369,239129,716295,739154,-6.251635,53.389728,1,01,6664000,Sub-District
188,SHANKILL,DUN LAOGHAIRE,1932A,Dorney Court,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Shankill.html,325516,221968,725439,721996,-6.121017,53.233524,1,01,6665900,Sub-District
189,SKERRIES,BALLYMUN,2201B,"Skerries, Co. Dublin",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Skerries.html,325432,260503,725355,760523,-6.106963,53.579593,0,01,8491211,Sub-District
190,STORE STREET,STORE STREET,1800G,"Store Street, Dublin 1",DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Store-Street.html,316435,234757,716361,734784,-6.252246,53.350455,1,01,6668000,Division HQ
191,SUNDRIVE ROAD,CRUMLIN,1301C,110 Crumlin Road,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Sundrive-Road.html,313394,232428,713320,732454,-6.298731,53.330191,1,01,6666600,Sub-District
192,SWORDS,BALLYMUN,1532F,Main Street,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Swords.html,318215,246556,718140,746580,-6.221116,53.456023,1,01,6664700,Sub-District
193,TALLAGHT,CRUMLIN,1372B,Belgard Walk,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Tallaght.html,308900,227492,708828,727519,-6.367838,53.286801,1,01,6666000,District HQ
194,TERENURE,CRUMLIN,1471M,Terenure Road West,DUBLIN,https://www.garda.ie/en/Contact-Us/Station-Directory/Terenure.html,314161,230177,714087,730204,-6.288029,53.309815,1,01,6666400,District HQ
195,AHASCRAGH,MURROUGH,5671E,"Ahascragh West, Ballinasloe, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ahascragh.html,178054,238416,578009,738442,-8.33064,53.395672,0,090,9688652,Sub-District
196,ARDRAHAN,MURROUGH,5401A,"Main Street, Ardrahan, Co Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ardrahan.html,146101,212066,546063,712098,-8.806455,53.15665,0,091,635102,Sub-District
197,ATHENRY,MURROUGH,5247G,"Athenry, Co Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Athenry.html,150065,227951,550027,727980,-8.749687,53.29975,0,091,844016,Sub-District
198,BALLINASLOE,MURROUGH,5670G,"Dunlo St, Ballinasloe, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballinasloe.html,185149,230904,585103,730932,-8.223624,53.328431,1,090,9631890,District HQ
199,BALLYGAR,MURROUGH,5606E,"Ballygar, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Ballygar.html,178268,252460,578224,752483,-8.32839,53.521866,0,090,6624512,Sub-District
200,BARNADERG,MURROUGH,5807F,"Barnaderg South, Barnaderg, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Barnaderg.html,152084,248054,552045,748078,-8.722468,53.480544,0,093,49212,Sub-District
201,CARNA,MURROUGH,5254L,"Carna, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Carna-Carna-.html,78483,231890,478460,731918,-9.824405,53.323548,0,095,32242,Sub-District
202,CARRAROE,MURROUGH,5352L,"Carraroe, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/an-cheathru-rua-carraroe-.html,93255,224962,493228,724991,-9.600493,53.264508,0,091,595102,Sub-District
203,CLIFDEN,MURROUGH,5250G,"Clifden, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Clifden.html,66684,250540,466663,750565,-10.009242,53.488185,1,095,22500,District HQ
204,COROFIN,MURROUGH,5806H,"Ballybanagher, Cummer,Tuam, Co.Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Corofin-Galway.html,142696,243382,542659,743407,-8.863001,53.437635,0,093,41422,Sub-District
205,CRAUGHWELL,MURROUGH,5402L,"Main Street, Craughwell, Co Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Craughwell.html,151036,220114,550997,720144,-8.733921,53.22943,0,091,846002,Sub-District
206,CREGGS,MURROUGH,5605G,"Creggs, Co. Roscommon",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Creggs.html,175961,260596,575917,760617,-8.363792,53.59486,0,090,6621112,Sub-District
207,DUNMORE,MURROUGH,5805L,"Barrack St, Dunmore, Co.Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Dunmore.html,151036,263315,550998,763336,-8.74063,53.617554,0,093,38131,Sub-District
208,EYRECOURT,MURROUGH,5306F,"Eyrecourt, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Eyrecourt.html,191203,216532,591156,716562,-8.132368,53.199426,0,090,9675122,Sub-District
209,GALWAY,MURROUGH,5240L,"Millstreet, Galway, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/gaillimh-galway-.html,129497,225056,529463,725085,-9.057489,53.271404,1,091,538000,District HQ
210,GLENAMADDY,MURROUGH,5804A,"Ballymoe Rd, Glenamaddy, Co.Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Glenamaddy.html,162969,262081,562928,762102,-8.560181,53.607443,0,094,9659002,Sub-District
211,GORT,MURROUGH,5400C,"Barrack Street, Gort, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Gort.html,145203,202147,545165,702181,-8.818184,53.067434,1,091,636400,Sub-District
212,HEADFORD,MURROUGH,5245M,"Headford, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Headford.html,127114,247234,527081,747259,-9.098307,53.470318,0,093,35412,Sub-District
213,INVERIN,MURROUGH,5354F,"Inverin, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/indreabhan-inverin-.html,104606,222058,504577,722088,-9.429568,53.240587,0,091,593102,Sub-District
214,KILCONNELL,MURROUGH,5672C,"Kilconnell, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilconnell.html,173289,231284,573246,731312,-8.401656,53.331374,0,090,9686622,Sub-District
215,KILLIMOR,MURROUGH,5303A,"Killimor, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Killimor.html,180373,212831,580328,712863,-8.294188,53.165886,0,090,9676142,Sub-District
216,KILRICKLE,MURROUGH,5308B,"Kilrickle, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kilrickle.html,169815,220093,569773,720124,-8.452731,53.230643,0,091,843002,Sub-District
217,KILRONAN,MURROUGH,5358K,"Cill Ronan, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/cill-ronain-kilronan-.html,88391,209129,488366,709162,-9.667818,53.121306,0,090,961102,Sub-District
218,KILTORMER,MURROUGH,5673A,"Newtown Eyre, Kiltormer, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kiltormer.html,181932,220804,581886,720834,-8.271341,53.237577,0,090,9627122,Sub-District
219,KINVARA,MURROUGH,5403H,"Main Street, Kinvara, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Kinvara.html,137162,210375,537126,710407,-8.939726,53.14047,0,091,637102,Sub-District
220,LEITIR MOR,MURROUGH,5356B,"Leitir Mor, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/leitir-moir-lettermore-.html,89678,227816,489652,727845,-9.655065,53.289412,0,091,551122,Sub-District
221,LETTERFRACK,MURROUGH,5252C,"Letterfrack, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Letterfrack.html,70971,257774,470949,757796,-9.947676,53.554204,0,095,41052,Sub-District
222,LOUGHGEORGE,MURROUGH,5244B,"Louchgeorge, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/leacht-seoirse-loughgeorge-.html,138040,234471,538004,734498,-8.931294,53.357056,0,091,798122,Sub-District
223,LOUGHREA,MURROUGH,5300G,"Barrack Street, Loughrea, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Loughrea.html,161958,216447,561917,716478,-8.569948,53.197374,1,091,842870,District HQ
224,MAUM,MURROUGH,5255H,"Maam, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/an-mam-maam-.html,96228,252310,496201,752334,-9.564931,53.510728,0,091,571100,Sub-District
225,MILLTOWN,MURROUGH,5802E,"Banagher, Milltown, Co.Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Milltown.html,140650,262772,540614,762794,-8.897447,53.611605,0,093,51312,Sub-District
226,MONIVEA,MURROUGH,5248E,"Monivea, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Monivea.html,153304,236181,553265,736208,-8.702331,53.373986,0,091,849002,Sub-District
227,MOUNTBELLEW,MURROUGH,5675H,"Treanrevagh, Mountbellew",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Mountbellew.html,166839,246883,566797,746907,-8.500104,53.471162,0,090,9679292,Sub-District
228,MOYCULLEN,MURROUGH,5351A,"Main Street, Moycullen, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/maigh-cuilinn-moycullen-.html,121369,232631,521337,732659,-9.181167,53.33831,0,091,555122,Sub-District
229,MOYLOUGH,MURROUGH,5678B,"Moylough More, Ballinasloe",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Moylough.html,162410,248756,562369,748780,-8.567016,53.487694,0,090,9679272,Sub-District
230,ORANMORE,MURROUGH,5242F,"Oranmore, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Oranmore.html,137877,225014,537841,725043,-8.931893,53.272075,0,091,794122,Sub-District
231,OUGHTERARD,MURROUGH,5350C,"Oughterard, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Oughterard.html,112003,242708,511972,742734,-9.324545,53.427355,0,091,557320,Sub-District
232,PORTUMNA,MURROUGH,5307D,"Main Street, Portumna, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Portumna.html,185281,204369,585234,704402,-8.22043,53.09001,0,090,9741004,Sub-District
233,RECESS,MURROUGH,5251E,"Recess, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/sraith-salach-recess-.html,85724,247496,485700,747520,-9.721433,53.465315,0,095,34603,Sub-District
234,ROS MUC,MURROUGH,5353H,"Ros Muc, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/ros-muc-rosmuck-.html,92935,238536,492909,738563,-9.609865,53.386363,0, , ,Sub-District
235,ROUNDSTONE,MURROUGH,5256F,"Roundstone, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Roundstone.html,72250,239851,472228,739878,-9.921109,53.393576,0, , ,Sub-District
236,SALTHILL,MURROUGH,5357M,"Dalysfort Road, Salthill, Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Salthill.html,127993,223674,527959,723703,-9.079714,53.258788,1,091,514720,District HQ
237,SPIDDAL,MURROUGH,5355D,"Mountain Road, Spiddal, Co. Galway",GALWAY,https://www.garda.ie/en/contact-us/station-directory/an-spideal-spiddal-.html,112890,222439,512859,722469,-9.305633,53.245432,0,091,553122,Sub-District
238,TUAM,MURROUGH,5800K,"Abbeytrinity, Tuam, Co. Galway",GALWAY,https://www.garda.ie/en/Contact-Us/Station-Directory/Tuam.html,143273,252060,543236,752084,-8.855884,53.515662,1,093,70840,District HQ
